Ano,MesNum,Aeropuerto,Pais,Sexo,Valor_Residencia,Prediccion_XGB,Error_pct
2023,3,"felipe angeles (aifa), edo. mex.",paraguay,mujer,4,2.3102655,42.2
2023,4,"felipe angeles (aifa), edo. mex.",paraguay,mujer,4,3.9478817,1.3
2023,5,"felipe angeles (aifa), edo. mex.",paraguay,mujer,2,2.930898,46.5
2023,6,"felipe angeles (aifa), edo. mex.",paraguay,mujer,5,2.527706,49.4
2023,8,"felipe angeles (aifa), edo. mex.",paraguay,mujer,25,3.7496238,85.0
2023,9,"felipe angeles (aifa), edo. mex.",paraguay,mujer,10,15.245498,52.5
2023,10,"felipe angeles (aifa), edo. mex.",paraguay,mujer,5,15.83545,216.7
2023,11,"felipe angeles (aifa), edo. mex.",paraguay,mujer,13,7.302373,43.8
2023,12,"felipe angeles (aifa), edo. mex.",paraguay,mujer,12,8.008261,33.3
2023,1,"felipe angeles (aifa), edo. mex.",peru,hombre,12,6.7084813,44.1
2023,2,"felipe angeles (aifa), edo. mex.",peru,hombre,7,13.555806,93.7
2023,3,"felipe angeles (aifa), edo. mex.",peru,hombre,38,10.3686905,72.7
2023,4,"felipe angeles (aifa), edo. mex.",peru,hombre,61,22.748884,62.7
2023,5,"felipe angeles (aifa), edo. mex.",peru,hombre,75,23.64764,68.5
2023,6,"felipe angeles (aifa), edo. mex.",peru,hombre,18,41.020226,127.9
2023,7,"felipe angeles (aifa), edo. mex.",peru,hombre,14,29.385164,109.9
2023,8,"felipe angeles (aifa), edo. mex.",peru,hombre,35,27.050562,22.7
2023,9,"felipe angeles (aifa), edo. mex.",peru,hombre,27,24.068605,10.9
2023,10,"felipe angeles (aifa), edo. mex.",peru,hombre,22,51.14554,132.5
2023,11,"felipe angeles (aifa), edo. mex.",peru,hombre,41,26.001444,36.6
2023,12,"felipe angeles (aifa), edo. mex.",peru,hombre,15,20.33075,35.5
2023,1,"felipe angeles (aifa), edo. mex.",peru,mujer,19,6.681322,64.8
2023,2,"felipe angeles (aifa), edo. mex.",peru,mujer,14,16.108376,15.1
2023,3,"felipe angeles (aifa), edo. mex.",peru,mujer,51,17.289507,66.1
2023,4,"felipe angeles (aifa), edo. mex.",peru,mujer,65,30.690275,52.8
2023,5,"felipe angeles (aifa), edo. mex.",peru,mujer,50,31.486015,37.0
2023,6,"felipe angeles (aifa), edo. mex.",peru,mujer,27,34.624058,28.2
2023,7,"felipe angeles (aifa), edo. mex.",peru,mujer,22,41.525024,88.8
2023,8,"felipe angeles (aifa), edo. mex.",peru,mujer,43,35.47525,17.5
2023,9,"felipe angeles (aifa), edo. mex.",peru,mujer,21,31.71685,51.0
2023,10,"felipe angeles (aifa), edo. mex.",peru,mujer,8,47.31312,491.4
2023,11,"felipe angeles (aifa), edo. mex.",peru,mujer,19,14.340182,24.5
2023,12,"felipe angeles (aifa), edo. mex.",peru,mujer,12,14.925027,24.4
2023,1,"felipe angeles (aifa), edo. mex.",polonia,hombre,2,1.3702301,31.5
2023,2,"felipe angeles (aifa), edo. mex.",polonia,hombre,3,1.436666,52.1
2023,3,"felipe angeles (aifa), edo. mex.",polonia,hombre,2,1.9156244,4.2
2023,6,"felipe angeles (aifa), edo. mex.",polonia,hombre,1,1.6411544,64.1
2023,7,"felipe angeles (aifa), edo. mex.",polonia,hombre,1,1.2160095,21.6
2023,9,"felipe angeles (aifa), edo. mex.",polonia,hombre,3,1.6632668,44.6
2023,10,"felipe angeles (aifa), edo. mex.",polonia,hombre,9,2.5656996,71.5
2023,11,"felipe angeles (aifa), edo. mex.",polonia,hombre,7,3.8969803,44.3
2023,12,"felipe angeles (aifa), edo. mex.",polonia,hombre,4,3.8725984,3.2
2023,1,"felipe angeles (aifa), edo. mex.",polonia,mujer,2,1.2848146,35.8
2023,2,"felipe angeles (aifa), edo. mex.",polonia,mujer,1,1.3054478,30.5
2023,3,"felipe angeles (aifa), edo. mex.",polonia,mujer,1,1.4030939,40.3
2023,5,"felipe angeles (aifa), edo. mex.",polonia,mujer,2,1.2966708,35.2
2023,9,"felipe angeles (aifa), edo. mex.",polonia,mujer,1,1.6447117,64.5
2023,10,"felipe angeles (aifa), edo. mex.",polonia,mujer,3,2.258009,24.7
2023,11,"felipe angeles (aifa), edo. mex.",polonia,mujer,1,1.709842,71.0
2023,12,"felipe angeles (aifa), edo. mex.",polonia,mujer,2,1.6676507,16.6
2023,1,"felipe angeles (aifa), edo. mex.",portugal,hombre,1,1.6351187,63.5
2023,3,"felipe angeles (aifa), edo. mex.",portugal,hombre,1,1.9570384,95.7
2023,4,"felipe angeles (aifa), edo. mex.",portugal,hombre,1,1.5160412,51.6
2023,5,"felipe angeles (aifa), edo. mex.",portugal,hombre,1,1.5444328,54.4
2023,6,"felipe angeles (aifa), edo. mex.",portugal,hombre,1,1.5148531,51.5
2023,8,"felipe angeles (aifa), edo. mex.",portugal,hombre,3,1.7762438,40.8
2023,9,"felipe angeles (aifa), edo. mex.",portugal,hombre,2,1.8735839,6.3
2023,10,"felipe angeles (aifa), edo. mex.",portugal,hombre,13,3.0554342,76.5
2023,11,"felipe angeles (aifa), edo. mex.",portugal,hombre,8,5.6797514,29.0
2023,12,"felipe angeles (aifa), edo. mex.",portugal,hombre,10,4.5513573,54.5
2023,1,"felipe angeles (aifa), edo. mex.",portugal,mujer,3,1.328943,55.7
2023,3,"felipe angeles (aifa), edo. mex.",portugal,mujer,1,1.68984,69.0
2023,4,"felipe angeles (aifa), edo. mex.",portugal,mujer,1,1.4164762,41.6
2023,6,"felipe angeles (aifa), edo. mex.",portugal,mujer,2,1.3149791,34.3
2023,7,"felipe angeles (aifa), edo. mex.",portugal,mujer,1,1.4608017,46.1
2023,8,"felipe angeles (aifa), edo. mex.",portugal,mujer,2,1.7304704,13.5
2023,9,"felipe angeles (aifa), edo. mex.",portugal,mujer,1,1.7922047,79.2
2023,10,"felipe angeles (aifa), edo. mex.",portugal,mujer,4,2.3608065,41.0
2023,11,"felipe angeles (aifa), edo. mex.",portugal,mujer,1,2.3270783,132.7
2023,1,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,1,1.7038317,70.4
2023,2,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,1,1.4678442,46.8
2023,3,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,10,1.4906448,85.1
2023,4,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,1,2.861447,186.1
2023,5,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,15,1.6713924,88.9
2023,6,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,1,5.5708723,457.1
2023,7,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,1,1.5299666,53.0
2023,8,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,5,1.9101886,61.8
2023,9,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,3,1.7293146,42.4
2023,10,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,5,2.3649185,52.7
2023,11,"felipe angeles (aifa), edo. mex.",puerto rico (eua),hombre,3,2.360839,21.3
2023,3,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,7,1.4547225,79.2
2023,4,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,1,2.4284968,142.8
2023,5,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,16,1.6898553,89.4
2023,6,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,1,5.289483,428.9
2023,7,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,4,1.3510078,66.2
2023,8,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,2,2.600777,30.0
2023,10,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,4,2.273296,43.2
2023,12,"felipe angeles (aifa), edo. mex.",puerto rico (eua),mujer,1,1.9246242,92.5
2023,11,"felipe angeles (aifa), edo. mex.",qatar,hombre,1,1.2764125,27.6
2023,12,"felipe angeles (aifa), edo. mex.",qatar,hombre,2,1.1709634,41.5
2023,1,"felipe angeles (aifa), edo. mex.",reino unido,hombre,5,3.8316863,23.4
2023,2,"felipe angeles (aifa), edo. mex.",reino unido,hombre,9,4.1574793,53.8
2023,3,"felipe angeles (aifa), edo. mex.",reino unido,hombre,17,5.5245047,67.5
2023,4,"felipe angeles (aifa), edo. mex.",reino unido,hombre,6,9.623896,60.4
2023,5,"felipe angeles (aifa), edo. mex.",reino unido,hombre,4,7.6171117,90.4
2023,6,"felipe angeles (aifa), edo. mex.",reino unido,hombre,2,6.61568,230.8
2023,7,"felipe angeles (aifa), edo. mex.",reino unido,hombre,17,3.4521928,79.7
2023,8,"felipe angeles (aifa), edo. mex.",reino unido,hombre,23,6.127583,73.4
2023,9,"felipe angeles (aifa), edo. mex.",reino unido,hombre,27,16.851034,37.6
2023,10,"felipe angeles (aifa), edo. mex.",reino unido,hombre,112,33.560593,70.0
2023,11,"felipe angeles (aifa), edo. mex.",reino unido,hombre,37,30.617125,17.3
2023,12,"felipe angeles (aifa), edo. mex.",reino unido,hombre,44,23.486513,46.6
2023,1,"felipe angeles (aifa), edo. mex.",reino unido,mujer,3,2.6775494,10.7
2023,2,"felipe angeles (aifa), edo. mex.",reino unido,mujer,7,3.6933064,47.2
2023,3,"felipe angeles (aifa), edo. mex.",reino unido,mujer,5,4.388207,12.2
2023,4,"felipe angeles (aifa), edo. mex.",reino unido,mujer,5,3.7885985,24.2
2023,5,"felipe angeles (aifa), edo. mex.",reino unido,mujer,1,3.8463778,284.6
2023,6,"felipe angeles (aifa), edo. mex.",reino unido,mujer,2,2.368945,18.4
2023,7,"felipe angeles (aifa), edo. mex.",reino unido,mujer,4,2.6578488,33.6
2023,8,"felipe angeles (aifa), edo. mex.",reino unido,mujer,1,3.4439936,244.4
2023,9,"felipe angeles (aifa), edo. mex.",reino unido,mujer,7,3.077036,56.0
2023,10,"felipe angeles (aifa), edo. mex.",reino unido,mujer,14,7.301417,47.8
2023,11,"felipe angeles (aifa), edo. mex.",reino unido,mujer,3,8.078704,169.3
2023,12,"felipe angeles (aifa), edo. mex.",reino unido,mujer,12,5.357147,55.4
2023,9,"felipe angeles (aifa), edo. mex.",rumania,hombre,3,1.8721243,37.6
2023,10,"felipe angeles (aifa), edo. mex.",rumania,hombre,2,2.5651863,28.3
2023,11,"felipe angeles (aifa), edo. mex.",rumania,hombre,1,1.6890403,68.9
2023,12,"felipe angeles (aifa), edo. mex.",rumania,hombre,6,1.7876167,70.2
2023,9,"felipe angeles (aifa), edo. mex.",rumania,mujer,1,1.6204293,62.0
2023,10,"felipe angeles (aifa), edo. mex.",rumania,mujer,1,2.0384312,103.8
2023,12,"felipe angeles (aifa), edo. mex.",rumania,mujer,1,1.4239322,42.4
2023,1,"felipe angeles (aifa), edo. mex.",rusia,hombre,8,7.930492,0.9
2023,2,"felipe angeles (aifa), edo. mex.",rusia,hombre,5,8.2633,65.3
2023,3,"felipe angeles (aifa), edo. mex.",rusia,hombre,14,6.0366817,56.9
2023,4,"felipe angeles (aifa), edo. mex.",rusia,hombre,31,8.8406,71.5
2023,5,"felipe angeles (aifa), edo. mex.",rusia,hombre,28,18.313448,34.6
2023,6,"felipe angeles (aifa), edo. mex.",rusia,hombre,13,18.231886,40.2
2023,7,"felipe angeles (aifa), edo. mex.",rusia,hombre,28,14.434631,48.4
2023,8,"felipe angeles (aifa), edo. mex.",rusia,hombre,48,18.683376,61.1
2023,9,"felipe angeles (aifa), edo. mex.",rusia,hombre,28,23.881693,14.7
2023,10,"felipe angeles (aifa), edo. mex.",rusia,hombre,19,37.983227,99.9
2023,11,"felipe angeles (aifa), edo. mex.",rusia,hombre,8,23.863985,198.3
2023,12,"felipe angeles (aifa), edo. mex.",rusia,hombre,17,9.933802,41.6
2023,1,"felipe angeles (aifa), edo. mex.",rusia,mujer,15,5.6966143,62.0
2023,2,"felipe angeles (aifa), edo. mex.",rusia,mujer,10,10.096381,1.0
2023,3,"felipe angeles (aifa), edo. mex.",rusia,mujer,18,9.502477,47.2
2023,4,"felipe angeles (aifa), edo. mex.",rusia,mujer,20,14.551729,27.2
2023,5,"felipe angeles (aifa), edo. mex.",rusia,mujer,33,13.429921,59.3
2023,6,"felipe angeles (aifa), edo. mex.",rusia,mujer,9,20.693958,129.9
2023,7,"felipe angeles (aifa), edo. mex.",rusia,mujer,28,11.86479,57.6
2023,8,"felipe angeles (aifa), edo. mex.",rusia,mujer,60,23.230637,61.3
2023,9,"felipe angeles (aifa), edo. mex.",rusia,mujer,20,20.336588,1.7
2023,10,"felipe angeles (aifa), edo. mex.",rusia,mujer,14,27.414837,95.8
2023,11,"felipe angeles (aifa), edo. mex.",rusia,mujer,8,16.72971,109.1
2023,12,"felipe angeles (aifa), edo. mex.",rusia,mujer,24,11.0860405,53.8
2023,11,"felipe angeles (aifa), edo. mex.",san cristobal y nieves,hombre,1,1.1902188,19.0
2023,11,"felipe angeles (aifa), edo. mex.",senegal,hombre,1,1.2145203,21.5
2023,11,"felipe angeles (aifa), edo. mex.",serbia,hombre,1,1.439152,43.9
2023,4,"felipe angeles (aifa), edo. mex.",serbia,mujer,1,1.2314514,23.1
2023,3,"felipe angeles (aifa), edo. mex.",singapur,hombre,2,1.5009954,25.0
2023,4,"felipe angeles (aifa), edo. mex.",singapur,hombre,1,1.3751106,37.5
2023,5,"felipe angeles (aifa), edo. mex.",singapur,hombre,1,1.48319,48.3
2023,10,"felipe angeles (aifa), edo. mex.",singapur,hombre,2,1.9126409,4.4
2023,11,"felipe angeles (aifa), edo. mex.",singapur,hombre,1,1.2948325,29.5
2023,12,"felipe angeles (aifa), edo. mex.",singapur,hombre,5,1.4499509,71.0
2023,5,"felipe angeles (aifa), edo. mex.",singapur,mujer,1,1.4343036,43.4
2023,12,"felipe angeles (aifa), edo. mex.",singapur,mujer,1,1.378402,37.8
2023,12,"felipe angeles (aifa), edo. mex.",sri lanka,hombre,1,1.4086705,40.9
2023,7,"felipe angeles (aifa), edo. mex.",sudafrica,hombre,4,1.5623765,60.9
2023,8,"felipe angeles (aifa), edo. mex.",sudafrica,hombre,11,2.3961525,78.2
2023,9,"felipe angeles (aifa), edo. mex.",sudafrica,hombre,5,5.179088,3.6
2023,10,"felipe angeles (aifa), edo. mex.",sudafrica,hombre,7,6.6512346,5.0
2023,11,"felipe angeles (aifa), edo. mex.",sudafrica,hombre,16,4.785446,70.1
2023,12,"felipe angeles (aifa), edo. mex.",sudafrica,hombre,14,6.9108567,50.6
2023,9,"felipe angeles (aifa), edo. mex.",sudafrica,mujer,2,2.03929,2.0
2023,10,"felipe angeles (aifa), edo. mex.",sudafrica,mujer,1,2.5780082,157.8
2023,11,"felipe angeles (aifa), edo. mex.",sudafrica,mujer,1,1.4295781,43.0
2023,12,"felipe angeles (aifa), edo. mex.",sudafrica,mujer,2,1.4747113,26.3
2023,10,"felipe angeles (aifa), edo. mex.",sudan,hombre,1,2.2839453,128.4
2023,1,"felipe angeles (aifa), edo. mex.",suecia,hombre,1,1.3354288,33.5
2023,2,"felipe angeles (aifa), edo. mex.",suecia,hombre,3,1.4903339,50.3
2023,6,"felipe angeles (aifa), edo. mex.",suecia,hombre,1,1.5785264,57.9
2023,7,"felipe angeles (aifa), edo. mex.",suecia,hombre,1,1.5131361,51.3
2023,8,"felipe angeles (aifa), edo. mex.",suecia,hombre,1,1.6827832,68.3
2023,9,"felipe angeles (aifa), edo. mex.",suecia,hombre,4,1.7316532,56.7
2023,10,"felipe angeles (aifa), edo. mex.",suecia,hombre,3,3.010267,0.3
2023,11,"felipe angeles (aifa), edo. mex.",suecia,hombre,3,1.9653674,34.5
2023,12,"felipe angeles (aifa), edo. mex.",suecia,hombre,5,2.2630117,54.7
2023,1,"felipe angeles (aifa), edo. mex.",suecia,mujer,1,1.2180617,21.8
2023,8,"felipe angeles (aifa), edo. mex.",suecia,mujer,1,1.6685231,66.9
2023,9,"felipe angeles (aifa), edo. mex.",suecia,mujer,2,1.6651996,16.7
2023,11,"felipe angeles (aifa), edo. mex.",suecia,mujer,1,1.3371339,33.7
2023,12,"felipe angeles (aifa), edo. mex.",suecia,mujer,4,1.5842834,60.4
2023,1,"felipe angeles (aifa), edo. mex.",suiza,hombre,1,1.8131973,81.3
2023,2,"felipe angeles (aifa), edo. mex.",suiza,hombre,1,1.7003893,70.0
2023,3,"felipe angeles (aifa), edo. mex.",suiza,hombre,1,1.5097985,51.0
2023,5,"felipe angeles (aifa), edo. mex.",suiza,hombre,3,1.5041765,49.9
2023,6,"felipe angeles (aifa), edo. mex.",suiza,hombre,1,1.579247,57.9
2023,7,"felipe angeles (aifa), edo. mex.",suiza,hombre,4,1.5174828,62.1
2023,8,"felipe angeles (aifa), edo. mex.",suiza,hombre,4,2.1447122,46.4
2023,9,"felipe angeles (aifa), edo. mex.",suiza,hombre,4,2.5359209,36.6
2023,10,"felipe angeles (aifa), edo. mex.",suiza,hombre,8,4.658408,41.8
2023,11,"felipe angeles (aifa), edo. mex.",suiza,hombre,4,4.828914,20.7
2023,12,"felipe angeles (aifa), edo. mex.",suiza,hombre,7,3.2086463,54.2
2023,1,"felipe angeles (aifa), edo. mex.",suiza,mujer,4,1.5835055,60.4
2023,2,"felipe angeles (aifa), edo. mex.",suiza,mujer,2,1.8785144,6.1
2023,3,"felipe angeles (aifa), edo. mex.",suiza,mujer,2,1.8439547,7.8
2023,5,"felipe angeles (aifa), edo. mex.",suiza,mujer,2,1.684329,15.8
2023,7,"felipe angeles (aifa), edo. mex.",suiza,mujer,3,1.547158,48.4
2023,8,"felipe angeles (aifa), edo. mex.",suiza,mujer,1,1.828297,82.8
2023,9,"felipe angeles (aifa), edo. mex.",suiza,mujer,1,1.9128423,91.3
2023,10,"felipe angeles (aifa), edo. mex.",suiza,mujer,3,2.3119805,22.9
2023,11,"felipe angeles (aifa), edo. mex.",suiza,mujer,2,1.53899,23.1
2023,12,"felipe angeles (aifa), edo. mex.",suiza,mujer,3,1.8697884,37.7
2023,4,"felipe angeles (aifa), edo. mex.",tailandia,hombre,1,1.4241056,42.4
2023,7,"felipe angeles (aifa), edo. mex.",tailandia,hombre,1,1.2421701,24.2
2023,10,"felipe angeles (aifa), edo. mex.",tailandia,hombre,2,1.883647,5.8
2023,11,"felipe angeles (aifa), edo. mex.",tailandia,hombre,4,1.2721105,68.2
2023,12,"felipe angeles (aifa), edo. mex.",tailandia,hombre,2,1.9607213,2.0
2023,11,"felipe angeles (aifa), edo. mex.",taiwan,hombre,3,1.3751256,54.2
2023,12,"felipe angeles (aifa), edo. mex.",taiwan,hombre,2,1.932332,3.4
2023,9,"felipe angeles (aifa), edo. mex.",taiwan,mujer,1,1.7186134,71.9
2023,10,"felipe angeles (aifa), edo. mex.",taiwan,mujer,1,2.1167693,111.7
2023,11,"felipe angeles (aifa), edo. mex.",taiwan,mujer,3,1.3016094,56.6
2023,12,"felipe angeles (aifa), edo. mex.",taiwan,mujer,1,1.6568707,65.7
2023,6,"felipe angeles (aifa), edo. mex.",trinidad y tobago,hombre,1,1.4220836,42.2
2023,7,"felipe angeles (aifa), edo. mex.",trinidad y tobago,hombre,2,1.4853077,25.7
2023,9,"felipe angeles (aifa), edo. mex.",trinidad y tobago,hombre,1,1.5062906,50.6
2023,11,"felipe angeles (aifa), edo. mex.",trinidad y tobago,hombre,1,1.3812615,38.1
2023,12,"felipe angeles (aifa), edo. mex.",trinidad y tobago,hombre,3,1.4435638,51.9
2023,4,"felipe angeles (aifa), edo. mex.",trinidad y tobago,mujer,3,1.3662639,54.5
2023,8,"felipe angeles (aifa), edo. mex.",trinidad y tobago,mujer,3,1.7924441,40.3
2023,9,"felipe angeles (aifa), edo. mex.",trinidad y tobago,mujer,1,1.4897819,49.0
2023,10,"felipe angeles (aifa), edo. mex.",trinidad y tobago,mujer,2,2.3815129,19.1
2023,11,"felipe angeles (aifa), edo. mex.",trinidad y tobago,mujer,2,1.5484993,22.6
2023,10,"felipe angeles (aifa), edo. mex.",tunez,hombre,1,2.0714571,107.1
2023,11,"felipe angeles (aifa), edo. mex.",tunez,hombre,2,1.3087195,34.6
2023,12,"felipe angeles (aifa), edo. mex.",tunez,hombre,4,1.3667499,65.8
2023,1,"felipe angeles (aifa), edo. mex.",turquia,hombre,8,1.7475826,78.2
2023,2,"felipe angeles (aifa), edo. mex.",turquia,hombre,1,2.7757933,177.6
2023,5,"felipe angeles (aifa), edo. mex.",turquia,hombre,2,2.2645407,13.2
2023,6,"felipe angeles (aifa), edo. mex.",turquia,hombre,1,2.2671363,126.7
2023,7,"felipe angeles (aifa), edo. mex.",turquia,hombre,5,1.4576068,70.8
2023,8,"felipe angeles (aifa), edo. mex.",turquia,hombre,4,2.2140715,44.6
2023,9,"felipe angeles (aifa), edo. mex.",turquia,hombre,6,2.6764288,55.4
2023,10,"felipe angeles (aifa), edo. mex.",turquia,hombre,20,6.1096845,69.5
2023,11,"felipe angeles (aifa), edo. mex.",turquia,hombre,32,8.685574,72.9
2023,12,"felipe angeles (aifa), edo. mex.",turquia,hombre,23,10.301194,55.2
2023,1,"felipe angeles (aifa), edo. mex.",turquia,mujer,5,1.6116234,67.8
2023,2,"felipe angeles (aifa), edo. mex.",turquia,mujer,2,2.7770255,38.9
2023,5,"felipe angeles (aifa), edo. mex.",turquia,mujer,1,1.8893765,88.9
2023,6,"felipe angeles (aifa), edo. mex.",turquia,mujer,1,1.7145141,71.5
2023,8,"felipe angeles (aifa), edo. mex.",turquia,mujer,2,1.6078988,19.6
2023,10,"felipe angeles (aifa), edo. mex.",turquia,mujer,1,2.1860447,118.6
2023,11,"felipe angeles (aifa), edo. mex.",turquia,mujer,20,1.3072431,93.5
2023,12,"felipe angeles (aifa), edo. mex.",turquia,mujer,1,3.3485887,234.9
2023,7,"felipe angeles (aifa), edo. mex.",ucrania,hombre,1,1.5129681,51.3
2023,9,"felipe angeles (aifa), edo. mex.",ucrania,hombre,1,1.7422358,74.2
2023,10,"felipe angeles (aifa), edo. mex.",ucrania,hombre,2,2.1887379,9.4
2023,12,"felipe angeles (aifa), edo. mex.",ucrania,hombre,1,1.4659859,46.6
2023,5,"felipe angeles (aifa), edo. mex.",ucrania,mujer,1,1.3086001,30.9
2023,6,"felipe angeles (aifa), edo. mex.",ucrania,mujer,1,1.2879728,28.8
2023,8,"felipe angeles (aifa), edo. mex.",ucrania,mujer,1,1.6633017,66.3
2023,10,"felipe angeles (aifa), edo. mex.",ucrania,mujer,1,2.2451408,124.5
2023,11,"felipe angeles (aifa), edo. mex.",ucrania,mujer,1,1.3254921,32.5
2023,1,"felipe angeles (aifa), edo. mex.",uruguay,hombre,2,2.45981,23.0
2023,2,"felipe angeles (aifa), edo. mex.",uruguay,hombre,8,2.4096465,69.9
2023,3,"felipe angeles (aifa), edo. mex.",uruguay,hombre,9,4.074653,54.7
2023,4,"felipe angeles (aifa), edo. mex.",uruguay,hombre,15,5.1292176,65.8
2023,5,"felipe angeles (aifa), edo. mex.",uruguay,hombre,12,11.840282,1.3
2023,6,"felipe angeles (aifa), edo. mex.",uruguay,hombre,11,8.366598,23.9
2023,7,"felipe angeles (aifa), edo. mex.",uruguay,hombre,9,10.936864,21.5
2023,8,"felipe angeles (aifa), edo. mex.",uruguay,hombre,18,10.876017,39.6
2023,9,"felipe angeles (aifa), edo. mex.",uruguay,hombre,12,9.400579,21.7
2023,10,"felipe angeles (aifa), edo. mex.",uruguay,hombre,14,13.333068,4.8
2023,11,"felipe angeles (aifa), edo. mex.",uruguay,hombre,7,8.839387,26.3
2023,12,"felipe angeles (aifa), edo. mex.",uruguay,hombre,6,6.344371,5.7
2023,1,"felipe angeles (aifa), edo. mex.",uruguay,mujer,1,2.8203983,182.0
2023,2,"felipe angeles (aifa), edo. mex.",uruguay,mujer,7,2.2805173,67.4
2023,3,"felipe angeles (aifa), edo. mex.",uruguay,mujer,16,3.3242898,79.2
2023,4,"felipe angeles (aifa), edo. mex.",uruguay,mujer,9,7.5133104,16.5
2023,5,"felipe angeles (aifa), edo. mex.",uruguay,mujer,9,8.468722,5.9
2023,6,"felipe angeles (aifa), edo. mex.",uruguay,mujer,5,10.327314,106.5
2023,7,"felipe angeles (aifa), edo. mex.",uruguay,mujer,13,6.014579,53.7
2023,8,"felipe angeles (aifa), edo. mex.",uruguay,mujer,17,9.998285,41.2
2023,9,"felipe angeles (aifa), edo. mex.",uruguay,mujer,4,9.000529,125.0
2023,10,"felipe angeles (aifa), edo. mex.",uruguay,mujer,14,10.794339,22.9
2023,11,"felipe angeles (aifa), edo. mex.",uruguay,mujer,4,9.301128,132.5
2023,12,"felipe angeles (aifa), edo. mex.",uruguay,mujer,1,3.958194,295.8
2023,1,"felipe angeles (aifa), edo. mex.",venezuela,hombre,29,28.346416,2.3
2023,2,"felipe angeles (aifa), edo. mex.",venezuela,hombre,57,35.45216,37.8
2023,3,"felipe angeles (aifa), edo. mex.",venezuela,hombre,61,43.256355,29.1
2023,4,"felipe angeles (aifa), edo. mex.",venezuela,hombre,89,44.81553,49.6
2023,5,"felipe angeles (aifa), edo. mex.",venezuela,hombre,57,82.64606,45.0
2023,6,"felipe angeles (aifa), edo. mex.",venezuela,hombre,43,46.638477,8.5
2023,7,"felipe angeles (aifa), edo. mex.",venezuela,hombre,48,41.95344,12.6
2023,8,"felipe angeles (aifa), edo. mex.",venezuela,hombre,117,54.04865,53.8
2023,9,"felipe angeles (aifa), edo. mex.",venezuela,hombre,40,75.59907,89.0
2023,10,"felipe angeles (aifa), edo. mex.",venezuela,hombre,122,59.727097,51.0
2023,11,"felipe angeles (aifa), edo. mex.",venezuela,hombre,96,94.92313,1.1
2023,12,"felipe angeles (aifa), edo. mex.",venezuela,hombre,144,82.838524,42.5
2023,1,"felipe angeles (aifa), edo. mex.",venezuela,mujer,49,49.36833,0.8
2023,2,"felipe angeles (aifa), edo. mex.",venezuela,mujer,78,53.490524,31.4
2023,3,"felipe angeles (aifa), edo. mex.",venezuela,mujer,89,73.18507,17.8
2023,4,"felipe angeles (aifa), edo. mex.",venezuela,mujer,109,74.04233,32.1
2023,5,"felipe angeles (aifa), edo. mex.",venezuela,mujer,86,108.60131,26.3
2023,6,"felipe angeles (aifa), edo. mex.",venezuela,mujer,69,68.823105,0.3
2023,7,"felipe angeles (aifa), edo. mex.",venezuela,mujer,58,70.38348,21.4
2023,8,"felipe angeles (aifa), edo. mex.",venezuela,mujer,176,84.69203,51.9
2023,9,"felipe angeles (aifa), edo. mex.",venezuela,mujer,55,90.96294,65.4
2023,10,"felipe angeles (aifa), edo. mex.",venezuela,mujer,97,102.13111,5.3
2023,11,"felipe angeles (aifa), edo. mex.",venezuela,mujer,91,100.23036,10.1
2023,12,"felipe angeles (aifa), edo. mex.",venezuela,mujer,166,92.03934,44.6
2023,3,"felipe angeles (aifa), edo. mex.",vietnam,hombre,1,1.481103,48.1
2023,6,"felipe angeles (aifa), edo. mex.",vietnam,hombre,2,1.5250081,23.7
2023,6,"felipe angeles (aifa), edo. mex.",vietnam,mujer,1,1.3938292,39.4
2023,7,"felipe angeles (aifa), edo. mex.",vietnam,mujer,1,1.3660374,36.6
2023,12,"felipe angeles (aifa), edo. mex.",vietnam,mujer,1,1.3506709,35.1
2023,12,"felipe angeles (aifa), edo. mex.",yemen,hombre,1,1.499925,50.0
2023,10,"felipe angeles (aifa), edo. mex.",zimbabue,hombre,1,1.959144,95.9
2023,5,"guadalajara, jal.",afganistan,hombre,1,1.444432,44.4
2023,6,"guadalajara, jal.",afganistan,hombre,1,1.3558097,35.6
2023,3,"guadalajara, jal.",afganistan,mujer,1,1.2372236,23.7
2023,6,"guadalajara, jal.",afganistan,mujer,1,1.1943135,19.4
2023,9,"guadalajara, jal.",afganistan,mujer,1,1.116512,11.7
