Año,Tipo_Vuelo,Servicio,Region_Aerolinea,Aerolinea,MesNum,Valor
2019,int,reg,usa,united airlines,12,428607
2022,int,reg,eur,aeroflot (lineas aereas rusas),1,9613
2022,int,reg,csa,aerolineas argentinas,1,6545
2022,int,flet,mex,aeromar,1,334
2022,int,reg,mex,aeromar,1,3479
2022,int,reg,mex,aeromexico (aerovias de mexico),1,375049
2022,int,reg,mex,aeromexico connect (aerolitoral),1,50388
2022,int,reg,csa,aerorepublica,1,24297
2022,int,reg,can,air canada,1,16337
2022,int,reg,eur,air europa (air espana),1,5728
2022,int,reg,eur,air france,1,53605
2022,int,reg,can,air transat,1,24658
2022,int,reg,asi,all nippon airways,1,2282
2022,int,flet,usa,allegiant air,1,932
2022,int,reg,usa,american airlines,1,497648
2022,int,reg,eur,austrian,1,7395
2022,int,reg,csa,avianca,1,58232
2022,int,reg,eur,azur air,1,9597
2022,int,flet,eur,azur air ukraine,1,3054
2022,int,flet,csa,bahamasair,1,99
2022,int,reg,eur,british airways,1,25155
2022,int,reg,usa,commutair,1,8304
2022,int,reg,eur,condor flugdiendst gmbh,1,14338
2022,int,reg,csa,conviasa,1,3928
2022,int,reg,csa,copa airlines,1,99964
2022,int,reg,usa,delta airlines,1,336621
2022,int,reg,eur,edelweiss air ag,1,6775
2022,int,reg,asi,emirates arabes,1,11371
2022,int,reg,usa,envoy air (american eagle airlines),1,50878
2022,int,reg,eur,eurowings discover,1,11885
2022,int,flet,mex,eurus aviation,1,74
2022,int,reg,eur,evelop airlines,1,7068
2022,int,reg,usa,frontier,1,93774
2022,int,reg,csa,gol linhas aereas,1,5136
2022,int,reg,eur,iberia,1,30620
2022,int,reg,usa,jetblue,1,90283
2022,int,reg,eur,klm,1,25655
2022,int,reg,csa,lacsa (lineas aereas costarricences),1,9718
2022,int,reg,csa,lan chile airlines (latam chile),1,10369
2022,int,reg,csa,lan peru (latam peru),1,30720
2022,int,reg,csa,latam brasil (tam lineas aereas),1,5600
2022,int,reg,eur,lufthansa,1,21279
2022,int,flet,mex,magnicharters (grupo aereo monterrey),1,5345
2022,int,reg,usa,mesa airlines,1,45996
2022,int,reg,eur,neos air,1,1201
2022,int,reg,eur,nordwind,1,4742
2022,int,flet,eur,polkie linie lotninicze,1,7875
2022,int,reg,usa,republic airlines,1,363
2022,int,reg,csa,sky airline peru,1,6007
2022,int,reg,usa,skywest airlines,1,16669
2022,int,reg,usa,southwest airlines (airtran airways),1,157811
2022,int,reg,usa,spirit airlines,1,61102
2022,int,flet,usa,sun country airlines (mn airlines),1,339
2022,int,reg,usa,sun country airlines (mn airlines),1,30336
2022,int,reg,can,sunwing airlines,1,41750
2022,int,flet,usa,swift air,1,4394
2022,int,reg,can,swoop airlines,1,10957
2022,int,reg,csa,taca international airlines,1,5863
2022,int,reg,eur,tap air portugal,1,9906
2022,int,reg,csa,transportes aereos guatemaltecos (tag),1,2442
2022,int,reg,csa,tropic air limited,1,1013
2022,int,reg,eur,tui airlines nederland,1,4570
2022,int,reg,eur,tui airways,1,32690
2022,int,reg,eur,tui fly belgium,1,6687
2022,int,flet,eur,tuifly nordic,1,5101
2022,int,reg,eur,turkish airlines,1,19197
2022,int,reg,usa,united airlines,1,389879
2022,int,flet,usa,virgin america (alaska airlines),1,1652
2022,int,reg,usa,virgin america (alaska airlines),1,157998
2022,int,reg,csa,viva air colombia,1,23002
2022,int,flet,mex,vivaaerobus (aeroenlaces),1,8775
2022,int,reg,mex,vivaaerobus (aeroenlaces),1,148881
2022,int,reg,mex,volaris (concesionaria vuela cia de aviacion),1,386967
2022,int,reg,csa,volaris (costa rica y el salvador),1,22011
2022,int,flet,can,west jet,1,170
2022,int,reg,can,west jet,1,96652
2022,int,reg,eur,world 2 fly,1,5674
2023,int,reg,csa,aerolineas argentinas,1,6768
2023,int,flet,mex,aeromar,1,2471
2023,int,reg,mex,aeromar,1,884
2023,int,reg,mex,aeromexico (aerovias de mexico),1,535762
2023,int,reg,mex,aeromexico connect (aerolitoral),1,57581
2023,int,reg,csa,aerorepublica,1,24120
2023,int,reg,can,air canada,1,36093
2023,int,reg,eur,air caraibes,1,8934
2023,int,reg,eur,air europa (air espana),1,10540
2023,int,reg,eur,air france,1,52881
2023,int,reg,can,air transat,1,81192
2023,int,reg,asi,all nippon airways,1,7860
2023,int,flet,usa,allegiant air,1,1110
2023,int,reg,usa,american airlines,1,698497
2023,int,reg,csa,arajet,1,6341
2023,int,reg,eur,austrian,1,6902
2023,int,reg,csa,avianca,1,67318
2023,int,reg,eur,british airways,1,26745
2023,int,reg,eur,condor flugdiendst gmbh,1,14183
2023,int,flet,usa,contour aviation,1,40
2023,int,reg,csa,conviasa,1,3608
2023,int,reg,csa,copa airlines,1,115176
2023,int,reg,usa,delta airlines,1,427859
2023,int,reg,eur,edelweiss air ag,1,7392
2023,int,reg,asi,emirates arabes,1,16431
2023,int,reg,usa,envoy air (american eagle airlines),1,24753
2023,int,reg,eur,eurowings discover,1,16360
2023,int,flet,mex,eurus aviation,1,157
2023,int,reg,eur,evelop airlines,1,8468
2023,int,reg,can,flair (flair airlines ltd),1,25226
2023,int,reg,usa,frontier,1,107260
2023,int,reg,csa,gol linhas aereas,1,1657
2023,int,flet,eur,hi-fly malta,1,738
2023,int,reg,eur,iberia,1,50917
2023,int,reg,usa,jetblue,1,103362
2023,int,reg,eur,klm,1,26857
2023,int,reg,csa,lacsa (lineas aereas costarricences),1,12369
2023,int,reg,csa,lan chile airlines (latam chile),1,18338
2023,int,reg,csa,lan peru (latam peru),1,33181
2023,int,reg,csa,latam brasil (tam lineas aereas),1,10778
2023,int,reg,eur,lufthansa,1,19830
2023,int,flet,mex,magnicharters (grupo aereo monterrey),1,7527
2023,int,reg,usa,mesa airlines,1,36996
2023,int,reg,eur,neos air,1,3996
2023,int,flet,eur,polkie linie lotninicze,1,8093
2023,int,reg,csa,sky airline peru,1,10301
2023,int,reg,usa,skywest airlines,1,18272
2023,int,reg,usa,southwest airlines (airtran airways),1,192172
2023,int,reg,usa,spirit airlines,1,99333
2023,int,flet,usa,sun country airlines (mn airlines),1,2550
2023,int,reg,usa,sun country airlines (mn airlines),1,37464
2023,int,reg,can,sunwing airlines,1,134807
2023,int,flet,usa,swift air,1,5069
2023,int,reg,can,swoop airlines,1,46624
2023,int,reg,csa,taca international airlines,1,10087
2023,int,reg,eur,tap air portugal,1,10692
2023,int,reg,csa,transportes aereos guatemaltecos (tag),1,3937
2023,int,reg,csa,tropic air limited,1,828
2023,int,reg,eur,tui airlines nederland,1,4904
2023,int,reg,eur,tui airways,1,28834
2023,int,reg,eur,tui fly belgium,1,4750
2023,int,flet,eur,tuifly nordic,1,4726
2023,int,reg,eur,turkish airlines,1,29215
2023,int,reg,usa,united airlines,1,481240
2023,int,flet,usa,virgin america (alaska airlines),1,2012
2023,int,reg,usa,virgin america (alaska airlines),1,182199
2023,int,reg,csa,viva air colombia,1,28324
2023,int,flet,mex,vivaaerobus (aeroenlaces),1,3195
2023,int,reg,mex,vivaaerobus (aeroenlaces),1,178447
2023,int,reg,mex,volaris (concesionaria vuela cia de aviacion),1,496684
2023,int,reg,csa,volaris (costa rica y el salvador),1,37351
2023,int,reg,can,west jet,1,210211
2023,int,reg,eur,world 2 fly,1,8385
2024,int,reg,csa,aerolineas argentinas,1,10002
2024,int,reg,mex,aeromexico (aerovias de mexico),1,632917
2024,int,reg,mex,aeromexico connect (aerolitoral),1,62327
2024,int,reg,csa,aerorepublica,1,7684
2024,int,reg,can,air canada,1,30484
2024,int,reg,eur,air caraibes,1,11526
2024,int,reg,eur,air europa (air espana),1,10251
2024,int,reg,eur,air france,1,44419
2024,int,reg,can,air transat,1,100359
2024,int,reg,asi,all nippon airways,1,8373
2024,int,flet,usa,allegiant air,1,1018
2024,int,reg,usa,american airlines,1,686530
2024,int,reg,csa,arajet,1,14851
2024,int,reg,eur,austrian,1,4905
2024,int,flet,usa,avelo airlines,1,580
2024,int,reg,csa,avianca,1,89656
2024,int,reg,eur,british airways,1,27882
2024,int,reg,eur,condor flugdiendst gmbh,1,17498
2024,int,reg,csa,conviasa,1,4458
2024,int,reg,csa,copa airlines,1,101002
2024,int,reg,usa,delta airlines,1,452287
2024,int,reg,eur,edelweiss air ag,1,7182
2024,int,reg,asi,emirates arabes,1,16135
2024,int,reg,usa,envoy air (american eagle airlines),1,50771
2024,int,reg,eur,eurowings discover,1,9475
2024,int,flet,mex,eurus aviation,1,98
2024,int,reg,eur,evelop airlines,1,7209
2024,int,flet,usa,executive-jet management,1,134
2024,int,reg,can,flair (flair airlines ltd),1,81244
2024,int,reg,usa,frontier,1,107495
2024,int,reg,eur,iberia,1,54029
2024,int,reg,usa,jetblue,1,110021
2024,int,reg,can,jetlines,1,3048
2024,int,reg,eur,klm,1,23387
2024,int,reg,csa,lacsa (lineas aereas costarricences),1,19385
2024,int,reg,csa,lan chile airlines (latam chile),1,15401
2024,int,reg,csa,lan peru (latam peru),1,35514
2024,int,reg,csa,latam brasil (tam lineas aereas),1,11411
2024,int,reg,eur,lufthansa,1,25820
2024,int,flet,mex,magnicharters (grupo aereo monterrey),1,10190
2024,int,reg,usa,mesa airlines,1,46267
2024,int,reg,eur,neos air,1,3970
2024,int,flet,eur,polkie linie lotninicze,1,4681
2024,int,reg,csa,sky airline peru,1,12150
2024,int,reg,usa,skywest airlines,1,14556
2024,int,reg,usa,southwest airlines (airtran airways),1,193642
2024,int,reg,usa,spirit airlines,1,90125
2024,int,flet,usa,sun country airlines (mn airlines),1,3450
2024,int,reg,usa,sun country airlines (mn airlines),1,39355
2024,int,reg,can,sunwing airlines,1,137340
2024,int,flet,usa,swift air,1,148
2024,int,reg,csa,taca international airlines,1,8591
2024,int,reg,eur,tap air portugal,1,9120
2024,int,reg,csa,transportes aereos guatemaltecos (tag),1,1690
2024,int,reg,csa,tropic air limited,1,644
2024,int,reg,eur,tui airlines nederland,1,4827
2024,int,reg,eur,tui airways,1,28942
2024,int,reg,eur,tui fly belgium,1,5363
2024,int,flet,eur,tuifly nordic,1,5792
2024,int,reg,eur,turkish airlines,1,25325
2024,int,reg,usa,united airlines,1,527680
2024,int,flet,usa,virgin america (alaska airlines),1,2191
2024,int,reg,usa,virgin america (alaska airlines),1,230986
2024,int,reg,mex,vivaaerobus (aeroenlaces),1,211508
2024,int,reg,mex,volaris (concesionaria vuela cia de aviacion),1,559919
2024,int,reg,csa,volaris (costa rica y el salvador),1,34302
2024,int,reg,can,west jet,1,267330
2024,int,reg,eur,world 2 fly,1,9114
2025,int,reg,csa,aerolineas argentinas,1,12525
2025,int,reg,mex,aeromexico (aerovias de mexico),1,668648
2025,int,reg,mex,aeromexico connect (aerolitoral),1,58731
2025,int,reg,csa,aerorepublica,1,6377
2025,int,reg,mex,aerus,1,184
2025,int,reg,can,air canada,1,197216
2025,int,reg,eur,air caraibes,1,9182
2025,int,reg,eur,air europa (air espana),1,10096
2025,int,reg,eur,air france,1,40326
2025,int,reg,can,air transat,1,108903
2025,int,reg,asi,all nippon airways,1,7460
2025,int,reg,usa,american airlines,1,659438
2025,int,reg,csa,arajet,1,20916
2025,int,reg,csa,avianca,1,81554
2025,int,reg,eur,british airways,1,28218
2025,int,reg,asi,china southern airlines,1,2492
2025,int,reg,usa,commutair,1,4429
2025,int,reg,eur,condor flugdiendst gmbh,1,23977
2025,int,flet,usa,contour aviation,1,22
2025,int,reg,csa,conviasa,1,5778
2025,int,reg,csa,copa airlines,1,114066
2025,int,reg,usa,delta airlines,1,480668
2025,int,reg,eur,edelweiss air ag,1,6685
2025,int,reg,asi,emirates arabes,1,16415
2025,int,reg,usa,envoy air (american eagle airlines),1,63170
2025,int,reg,eur,eurowings discover,1,9789
2025,int,flet,mex,eurus aviation,1,87
2025,int,reg,eur,evelop airlines,1,5561
2025,int,flet,usa,executive-jet management,1,48
2025,int,reg,can,flair (flair airlines ltd),1,80212
2025,int,reg,usa,frontier,1,53298
2025,int,reg,csa,gol linhas aereas,1,2517
2025,int,reg,eur,iberia,1,58579
2025,int,reg,usa,jetblue,1,104307
2025,int,reg,eur,klm,1,24831
2025,int,reg,csa,lacsa (lineas aereas costarricences),1,18322
2025,int,reg,csa,lan chile airlines (latam chile),1,16330
2025,int,reg,csa,lan peru (latam peru),1,34964
2025,int,reg,csa,latam brasil (tam lineas aereas),1,12957
2025,int,reg,eur,lufthansa,1,26149
2025,int,flet,mex,magnicharters (grupo aereo monterrey),1,5525
2025,int,reg,usa,mesa airlines,1,9363
2025,int,reg,eur,neos air,1,5555
2025,int,flet,eur,polkie linie lotninicze,1,6040
2025,int,flet,mex,servicios integrales de aviacion,1,136
2025,int,reg,csa,sky airline peru,1,9815
2025,int,reg,usa,skywest airlines,1,60799
2025,int,reg,usa,southwest airlines (airtran airways),1,165185
2025,int,reg,usa,spirit airlines,1,51516
2025,int,flet,usa,sun country airlines (mn airlines),1,110
2025,int,reg,usa,sun country airlines (mn airlines),1,43020
2025,int,reg,can,sunwing airlines,1,151217
2025,int,reg,csa,taca international airlines,1,8445
2025,int,reg,eur,tap air portugal,1,8003
2025,int,reg,csa,transportes aereos guatemaltecos (tag),1,502
2025,int,reg,csa,tropic air limited,1,592
2025,int,reg,eur,tui airlines nederland,1,3167
2025,int,reg,eur,tui airways,1,26553
2025,int,reg,eur,tui fly belgium,1,5628
2025,int,flet,eur,tuifly nordic,1,2374
2025,int,reg,eur,turkish airlines,1,23682
2025,int,reg,usa,united airlines,1,550244
2025,int,flet,usa,virgin america (alaska airlines),1,2228
2025,int,reg,usa,virgin america (alaska airlines),1,231772
2025,int,flet,mex,vivaaerobus (aeroenlaces),1,106
2025,int,reg,mex,vivaaerobus (aeroenlaces),1,280112
2025,int,reg,mex,volaris (concesionaria vuela cia de aviacion),1,623560
2025,int,reg,csa,volaris (costa rica y el salvador),1,28942
2025,int,reg,can,west jet,1,280472
2025,int,reg,eur,world 2 fly,1,11431
2022,int,reg,eur,aeroflot (lineas aereas rusas),2,8756
2022,int,reg,csa,aerolineas argentinas,2,6186
2022,int,flet,mex,aeromar,2,892
2022,int,reg,mex,aeromar,2,1357
2022,int,reg,mex,aeromexico (aerovias de mexico),2,317845
2022,int,reg,mex,aeromexico connect (aerolitoral),2,43879
2022,int,reg,csa,aerorepublica,2,17561
2022,int,reg,can,air canada,2,12770
2022,int,reg,eur,air europa (air espana),2,4751
2022,int,reg,eur,air france,2,50791
2022,int,reg,can,air transat,2,33408
2022,int,reg,asi,all nippon airways,2,2543
2022,int,flet,usa,allegiant air,2,1157
2022,int,reg,usa,american airlines,2,487957
2022,int,reg,eur,austrian,2,7016
2022,int,reg,csa,avianca,2,48960
2022,int,reg,eur,azur air,2,8107
2022,int,flet,eur,azur air ukraine,2,1926
2022,int,reg,eur,british airways,2,25053
2022,int,reg,usa,commutair,2,6861
2022,int,reg,eur,condor flugdiendst gmbh,2,13463
2022,int,reg,csa,conviasa,2,1379
2022,int,reg,csa,copa airlines,2,89311
2022,int,reg,usa,delta airlines,2,334966
2022,int,reg,eur,edelweiss air ag,2,6353
2022,int,reg,asi,emirates arabes,2,8816
2022,int,reg,usa,envoy air (american eagle airlines),2,33646
2022,int,reg,eur,eurowings discover,2,10526
2022,int,flet,mex,eurus aviation,2,271
2022,int,reg,eur,evelop airlines,2,6449
2022,int,reg,can,flair (flair airlines ltd),2,2123
2022,int,reg,usa,frontier,2,102072
2022,int,reg,csa,gol linhas aereas,2,2953
2022,int,reg,eur,iberia,2,26756
2022,int,reg,usa,jetblue,2,98113
2022,int,reg,eur,klm,2,22554
2022,int,reg,csa,lacsa (lineas aereas costarricences),2,8694
2022,int,reg,csa,lan chile airlines (latam chile),2,11189
2022,int,reg,csa,lan peru (latam peru),2,28679
2022,int,reg,csa,latam brasil (tam lineas aereas),2,5002
2022,int,reg,eur,lufthansa,2,16822
2022,int,flet,mex,magnicharters (grupo aereo monterrey),2,7349
2022,int,reg,usa,mesa airlines,2,33761
2022,int,reg,eur,neos air,2,928
2022,int,reg,eur,nordwind,2,4137
2022,int,flet,eur,polkie linie lotninicze,2,7302
2022,int,reg,usa,republic airlines,2,515
2022,int,reg,csa,sky airline peru,2,5416
2022,int,reg,usa,skywest airlines,2,17484
2022,int,reg,usa,southwest airlines (airtran airways),2,165744
2022,int,reg,usa,spirit airlines,2,67237
2022,int,flet,usa,sun country airlines (mn airlines),2,1237
2022,int,reg,usa,sun country airlines (mn airlines),2,41578
2022,int,flet,can,sunwing airlines,2,106
2022,int,reg,can,sunwing airlines,2,52820
2022,int,flet,usa,swift air,2,11033
2022,int,reg,can,swoop airlines,2,15892
2022,int,reg,csa,taca international airlines,2,5714
2022,int,reg,eur,tap air portugal,2,8089
2022,int,reg,csa,transportes aereos guatemaltecos (tag),2,1538
2022,int,reg,csa,tropic air limited,2,778
2022,int,reg,eur,tui airlines nederland,2,4341
2022,int,reg,eur,tui airways,2,26844
2022,int,reg,eur,tui fly belgium,2,6500
2022,int,flet,eur,tuifly nordic,2,4483
2022,int,reg,eur,turkish airlines,2,18403
2022,int,reg,usa,united airlines,2,370662
2022,int,flet,usa,virgin america (alaska airlines),2,2658
2022,int,reg,usa,virgin america (alaska airlines),2,154812
2022,int,reg,csa,viva air colombia,2,18759
2022,int,flet,mex,vivaaerobus (aeroenlaces),2,15203
2022,int,reg,mex,vivaaerobus (aeroenlaces),2,101310
2022,int,reg,mex,volaris (concesionaria vuela cia de aviacion),2,302073
2022,int,reg,csa,volaris (costa rica y el salvador),2,19188
2022,int,reg,can,west jet,2,105182
2022,int,reg,eur,world 2 fly,2,3210
2023,int,reg,csa,aerolineas argentinas,2,6109
2023,int,flet,mex,aeromar,2,900
2023,int,reg,mex,aeromar,2,223
2023,int,reg,mex,aeromexico (aerovias de mexico),2,432196
2023,int,reg,mex,aeromexico connect (aerolitoral),2,42481
2023,int,reg,csa,aerorepublica,2,11461
2023,int,reg,can,air canada,2,31136
2023,int,reg,eur,air caraibes,2,8501
2023,int,reg,eur,air europa (air espana),2,9866
2023,int,reg,eur,air france,2,49106
2023,int,reg,can,air transat,2,80563
2023,int,flet,eur,airx charter,2,77
2023,int,reg,asi,all nippon airways,2,6596
2023,int,flet,usa,allegiant air,2,1486
2023,int,reg,usa,american airlines,2,638993
2023,int,reg,csa,arajet,2,3991
2023,int,reg,eur,austrian,2,4748
2023,int,reg,csa,avianca,2,59980
2023,int,reg,eur,british airways,2,25469
2023,int,reg,eur,condor flugdiendst gmbh,2,13136
2023,int,flet,usa,contour aviation,2,9
2023,int,reg,csa,conviasa,2,1936
2023,int,reg,csa,copa airlines,2,107384
2023,int,reg,usa,delta airlines,2,376198
2023,int,reg,eur,edelweiss air ag,2,6947
2023,int,reg,asi,emirates arabes,2,14732
2023,int,reg,usa,envoy air (american eagle airlines),2,22222
2023,int,reg,eur,eurowings discover,2,9871
2023,int,flet,mex,eurus aviation,2,258
2023,int,reg,eur,evelop airlines,2,6488
2023,int,reg,can,flair (flair airlines ltd),2,27401
2023,int,reg,usa,frontier,2,103588
2023,int,flet,usa,global crossing airlines (globalx),2,676
2023,int,reg,csa,gol linhas aereas,2,196
2023,int,reg,eur,iberia,2,44766
2023,int,reg,usa,jetblue,2,88985
2023,int,reg,eur,klm,2,25365
2023,int,reg,csa,lacsa (lineas aereas costarricences),2,11349
2023,int,reg,csa,lan chile airlines (latam chile),2,16191
2023,int,reg,csa,lan peru (latam peru),2,33035
2023,int,reg,csa,latam brasil (tam lineas aereas),2,9057
2023,int,reg,eur,lufthansa,2,17641
2023,int,flet,mex,magnicharters (grupo aereo monterrey),2,9793
2023,int,reg,usa,mesa airlines,2,32635
2023,int,reg,eur,neos air,2,3443
2023,int,flet,eur,polkie linie lotninicze,2,6208
2023,int,reg,csa,sky airline peru,2,9130
2023,int,reg,usa,skywest airlines,2,17302
2023,int,reg,usa,southwest airlines (airtran airways),2,178236
2023,int,reg,usa,spirit airlines,2,92328
2023,int,flet,usa,sun country airlines (mn airlines),2,5083
2023,int,reg,usa,sun country airlines (mn airlines),2,54258
2023,int,reg,can,sunwing airlines,2,129361
2023,int,flet,usa,swift air,2,14509
2023,int,reg,can,swoop airlines,2,51468
2023,int,reg,csa,taca international airlines,2,8070
2023,int,reg,eur,tap air portugal,2,10375
2023,int,reg,csa,transportes aereos guatemaltecos (tag),2,2292
2023,int,reg,csa,tropic air limited,2,746
2023,int,reg,eur,tui airlines nederland,2,4668
2023,int,reg,eur,tui airways,2,22351
2023,int,reg,eur,tui fly belgium,2,3783
2023,int,flet,eur,tuifly nordic,2,4673
2023,int,reg,eur,turkish airlines,2,30345
2023,int,reg,usa,united airlines,2,429109
2023,int,flet,usa,virgin america (alaska airlines),2,2966
2023,int,reg,usa,virgin america (alaska airlines),2,164218
2023,int,reg,csa,viva air colombia,2,20630
2023,int,flet,mex,vivaaerobus (aeroenlaces),2,4881
2023,int,reg,mex,vivaaerobus (aeroenlaces),2,143377
2023,int,reg,mex,volaris (concesionaria vuela cia de aviacion),2,407025
2023,int,reg,csa,volaris (costa rica y el salvador),2,28509
2023,int,reg,can,west jet,2,197975
2023,int,flet,eur,world 2 fly,2,266
2023,int,reg,eur,world 2 fly,2,6641
2024,int,reg,csa,aerolineas argentinas,2,9643
2024,int,flet,mex,aeromexico (aerovias de mexico),2,304
2024,int,reg,mex,aeromexico (aerovias de mexico),2,516789
2024,int,reg,mex,aeromexico connect (aerolitoral),2,62468
2024,int,reg,csa,aerorepublica,2,2421
2024,int,reg,can,air canada,2,31432
2024,int,reg,eur,air caraibes,2,10565
2024,int,reg,eur,air europa (air espana),2,9136
2024,int,reg,eur,air france,2,44746
2024,int,reg,can,air transat,2,98487
2024,int,reg,asi,all nippon airways,2,7476
2024,int,flet,usa,allegiant air,2,2282
2024,int,reg,usa,american airlines,2,660766
2024,int,reg,csa,arajet,2,12589
2024,int,reg,eur,austrian,2,5378
2024,int,flet,usa,avelo airlines,2,3489
2024,int,reg,csa,avianca,2,80333
2024,int,reg,eur,british airways,2,25781
2024,int,reg,usa,commutair,2,9754
2024,int,reg,eur,condor flugdiendst gmbh,2,16193
2024,int,reg,csa,conviasa,2,2185
2024,int,reg,csa,copa airlines,2,106497
2024,int,reg,usa,delta airlines,2,428584
2024,int,reg,eur,edelweiss air ag,2,6779
2024,int,reg,asi,emirates arabes,2,13124
2024,int,reg,usa,envoy air (american eagle airlines),2,46064
2024,int,reg,eur,eurowings discover,2,8187
2024,int,flet,mex,eurus aviation,2,368
2024,int,reg,eur,evelop airlines,2,6700
2024,int,flet,usa,executive-jet management,2,46
2024,int,reg,can,flair (flair airlines ltd),2,77274
2024,int,reg,usa,frontier,2,108388
2024,int,reg,eur,iberia,2,47196
2024,int,reg,usa,jetblue,2,105036
2024,int,reg,can,jetlines,2,2949
2024,int,reg,eur,klm,2,21310
2024,int,reg,csa,lacsa (lineas aereas costarricences),2,13688
2024,int,reg,csa,lan chile airlines (latam chile),2,13978
2024,int,reg,csa,lan peru (latam peru),2,32166
2024,int,reg,csa,latam brasil (tam lineas aereas),2,13565
2024,int,reg,eur,lufthansa,2,20587
2024,int,flet,mex,magnicharters (grupo aereo monterrey),2,4313
2024,int,reg,usa,mesa airlines,2,10581
2024,int,reg,eur,neos air,2,4261
2024,int,flet,eur,polkie linie lotninicze,2,6414
2024,int,reg,csa,sky airline peru,2,11003
2024,int,reg,usa,skywest airlines,2,19742
2024,int,reg,usa,southwest airlines (airtran airways),2,189519
2024,int,reg,usa,spirit airlines,2,93257
2024,int,flet,usa,sun country airlines (mn airlines),2,5112
2024,int,reg,usa,sun country airlines (mn airlines),2,60031
2024,int,reg,can,sunwing airlines,2,131361
2024,int,flet,usa,swift air,2,1405
2024,int,reg,csa,taca international airlines,2,7297
2024,int,reg,eur,tap air portugal,2,9499
2024,int,reg,csa,transportes aereos guatemaltecos (tag),2,709
2024,int,reg,csa,tropic air limited,2,533
2024,int,reg,eur,tui airlines nederland,2,5383
2024,int,reg,eur,tui airways,2,25527
2024,int,reg,eur,tui fly belgium,2,5428
2024,int,flet,eur,tuifly nordic,2,4974
2024,int,reg,eur,turkish airlines,2,21667
2024,int,reg,usa,united airlines,2,508028
2024,int,flet,usa,virgin america (alaska airlines),2,2581
2024,int,reg,usa,virgin america (alaska airlines),2,232597
2024,int,flet,mex,vivaaerobus (aeroenlaces),2,1010
2024,int,reg,mex,vivaaerobus (aeroenlaces),2,165621
2024,int,reg,mex,volaris (concesionaria vuela cia de aviacion),2,470984
2024,int,reg,csa,volaris (costa rica y el salvador),2,27164
2024,int,reg,can,west jet,2,268007
2024,int,reg,eur,world 2 fly,2,6162
2025,int,reg,csa,aerolineas argentinas,2,11609
2025,int,reg,mex,aeromexico (aerovias de mexico),2,512286
2025,int,reg,mex,aeromexico connect (aerolitoral),2,52299
2025,int,reg,mex,aerus,2,371
2025,int,reg,can,air canada,2,184365
2025,int,reg,eur,air caraibes,2,8860
2025,int,reg,eur,air europa (air espana),2,9414
2025,int,reg,eur,air france,2,35502
2025,int,reg,can,air transat,2,111076
2025,int,reg,asi,all nippon airways,2,6866
2025,int,flet,usa,allegiant air,2,1237
2025,int,flet,usa,american airlines,2,49
2025,int,reg,usa,american airlines,2,578367
2025,int,reg,csa,arajet,2,15022
2025,int,reg,csa,avianca,2,67532
2025,int,reg,eur,british airways,2,24524
2025,int,reg,asi,china southern airlines,2,3091
2025,int,reg,usa,commutair,2,3916
2025,int,reg,eur,condor flugdiendst gmbh,2,21112
2025,int,reg,csa,conviasa,2,3484
2025,int,reg,csa,copa airlines,2,100834
2025,int,reg,usa,delta airlines,2,447363
2025,int,reg,eur,edelweiss air ag,2,5757
2025,int,reg,asi,emirates arabes,2,12016
2025,int,reg,usa,envoy air (american eagle airlines),2,60294
2025,int,reg,eur,eurowings discover,2,8876
2025,int,flet,mex,eurus aviation,2,103
2025,int,reg,eur,evelop airlines,2,5966
2025,int,flet,usa,executive-jet management,2,66
2025,int,reg,can,flair (flair airlines ltd),2,79993
2025,int,reg,usa,frontier,2,60160
2025,int,reg,csa,gol linhas aereas,2,2234
2025,int,reg,eur,iberia,2,49652
2025,int,reg,usa,jetblue,2,98433
2025,int,reg,eur,klm,2,21152
2025,int,reg,csa,lacsa (lineas aereas costarricences),2,13040
2025,int,reg,csa,lan chile airlines (latam chile),2,14218
2025,int,reg,csa,lan peru (latam peru),2,35181
2025,int,reg,csa,latam brasil (tam lineas aereas),2,10137
2025,int,reg,eur,lufthansa,2,23486
2025,int,flet,mex,magnicharters (grupo aereo monterrey),2,4500
2025,int,reg,usa,mesa airlines,2,8726
2025,int,flet,usa,national air cargo group,2,586
2025,int,reg,eur,neos air,2,4771
2025,int,flet,eur,polkie linie lotninicze,2,5791
2025,int,flet,mex,servicios integrales de aviacion,2,105
2025,int,reg,csa,sky airline peru,2,9049
2025,int,reg,usa,skywest airlines,2,58229
2025,int,reg,usa,southwest airlines (airtran airways),2,166151
2025,int,reg,usa,spirit airlines,2,47176
2025,int,reg,usa,sun country airlines (mn airlines),2,57004
2025,int,reg,can,sunwing airlines,2,134567
2025,int,reg,csa,taca international airlines,2,7678
2025,int,reg,eur,tap air portugal,2,7297
2025,int,reg,csa,transportes aereos guatemaltecos (tag),2,356
2025,int,reg,csa,tropic air limited,2,663
2025,int,reg,eur,tui airlines nederland,2,3333
2025,int,reg,eur,tui airways,2,23032
2025,int,reg,eur,tui fly belgium,2,4478
2025,int,flet,eur,tuifly nordic,2,2277
2025,int,reg,eur,turkish airlines,2,21772
2025,int,reg,usa,united airlines,2,458157
2025,int,flet,usa,virgin america (alaska airlines),2,3517
2025,int,reg,usa,virgin america (alaska airlines),2,200050
2025,int,flet,mex,vivaaerobus (aeroenlaces),2,264
2025,int,reg,mex,vivaaerobus (aeroenlaces),2,208184
