Año,Tipo_Vuelo,Servicio,Region_Aerolinea,Aerolinea,MesNum,Valor
2017,int,reg,usa,jetblue,10,57043
2017,int,reg,usa,sun country airlines (mn airlines),10,7618
2017,int,reg,usa,mesa airlines,10,67792
2017,int,reg,usa,republic airlines,10,7400
2017,int,reg,usa,skywest airlines,10,17015
2017,int,reg,usa,southwest airlines (airtran airways),10,139136
2017,int,reg,usa,spirit airlines,10,26257
2017,int,reg,usa,united airlines,10,281149
2017,int,reg,usa,virgin america (alaska airlines),10,10077
2017,int,flet,can,air transat,11,12889
2017,int,flet,can,sunwing airlines,11,1073
2017,int,flet,csa,copa airlines,11,169
2017,int,flet,csa,tropic air limited,11,21
2017,int,flet,eur,aerowings gmbh,11,4903
2017,int,flet,eur,polkie linie lotninicze,11,2601
2017,int,flet,eur,tui airways,11,1455
2017,int,flet,eur,wamos air,11,858
2017,int,flet,mex,interjet (abc aerolineas),11,38
2017,int,flet,mex,servicios integrales de aviacion,11,64
2017,int,flet,mex,vivaaerobus (aeroenlaces),11,208
2017,int,flet,mex,volaris (concesionaria vuela cia de aviacion),11,178
2017,int,flet,usa,virgin america (alaska airlines),11,1781
2017,int,flet,usa,miami air international,11,353
2017,int,flet,usa,swift air,11,66
2017,int,flet,usa,tem enterprises,11,116
2017,int,reg,asi,all nippon airways,11,5323
2017,int,reg,asi,china southern airlines,11,898
2017,int,reg,can,air canada,11,73901
2017,int,reg,can,air transat,11,46157
2017,int,reg,can,sunwing airlines,11,66866
2017,int,reg,can,west jet,11,139049
2017,int,reg,csa,aerolineas argentinas,11,10680
2017,int,reg,csa,aerorepublica,11,8070
2017,int,reg,csa,avianca,11,29173
2017,int,reg,csa,copa airlines,11,95146
2017,int,reg,csa,cubana de aviacion,11,8868
2017,int,reg,csa,lacsa (lineas aereas costarricences),11,9865
2017,int,reg,csa,lan chile airlines (latam chile),11,15904
2017,int,reg,csa,lan colombia (latam colombia),11,5297
2017,int,reg,csa,lan peru (latam peru),11,35148
2017,int,reg,csa,latam brasil (tam lineas aereas),11,11804
2017,int,reg,csa,taca international airlines,11,12459
2017,int,reg,csa,avianca (taca peru),11,9605
2017,int,reg,csa,tropic air limited,11,339
2017,int,reg,csa,volaris (costa rica y el salvador),11,12523
2017,int,reg,eur,air europa (air espana),11,7110
2017,int,reg,eur,air france,11,27727
2017,int,reg,eur,alitalia,11,6170
2017,int,reg,eur,blue panorama,11,2867
2017,int,reg,eur,british airways,11,14813
2017,int,reg,eur,edelweiss air ag,11,4744
2017,int,reg,eur,evelop airlines,11,5186
2017,int,reg,eur,finnair,11,1590
2017,int,reg,eur,iberia,11,34816
2017,int,reg,eur,klm,11,15225
2017,int,reg,eur,lufthansa,11,35157
2017,int,reg,eur,neos air,11,4750
2017,int,reg,eur,orbest airlines,11,431
2017,int,reg,eur,thomas cook airlines,11,12180
2017,int,reg,eur,tui airways,11,37421
2017,int,reg,eur,tui fly belgium,11,5451
2017,int,reg,eur,tui airlines nederland,11,4319
2017,int,reg,eur,virgin atlantic airways limited,11,6701
2017,int,reg,eur,wamos air,11,3847
2017,int,reg,eur,xl airways france,11,2302
2017,int,reg,mex,aeromar,11,1533
2017,int,reg,mex,aeromexico (aerovias de mexico),11,542026
2017,int,reg,mex,aeromexico connect (aerolitoral),11,113194
2017,int,reg,mex,interjet (abc aerolineas),11,249486
2017,int,reg,mex,vivaaerobus (aeroenlaces),11,3816
2017,int,reg,mex,volaris (concesionaria vuela cia de aviacion),11,219546
2017,int,reg,usa,virgin america (alaska airlines),11,147803
2017,int,reg,usa,american airlines,11,378062
2017,int,reg,usa,continental express (express jet),11,25891
2017,int,reg,usa,delta airlines,11,196516
2017,int,reg,usa,envoy air (american eagle airlines),11,33385
2017,int,reg,usa,frontier,11,50993
2017,int,reg,usa,jetblue,11,62067
2017,int,reg,usa,sun country airlines (mn airlines),11,10341
2017,int,reg,usa,mesa airlines,11,69650
2017,int,reg,usa,republic airlines,11,8369
2017,int,reg,usa,skywest airlines,11,22546
2017,int,reg,usa,southwest airlines (airtran airways),11,180832
2017,int,reg,usa,spirit airlines,11,34357
2017,int,reg,usa,united airlines,11,394654
2017,int,reg,usa,virgin america (alaska airlines),11,17645
2017,int,flet,can,air transat,12,22844
2017,int,flet,can,sunwing airlines,12,4801
2017,int,flet,eur,aerowings gmbh,12,5600
2017,int,flet,eur,flugleidir hf,12,402
2017,int,flet,eur,polkie linie lotninicze,12,3468
2017,int,flet,eur,tui airways,12,5477
2017,int,flet,eur,wamos air,12,858
2017,int,flet,mex,global air (aerolineas damojh),12,60
2017,int,flet,mex,vivaaerobus (aeroenlaces),12,3500
2017,int,flet,usa,virgin america (alaska airlines),12,1277
2017,int,flet,usa,delta airlines,12,244
2017,int,flet,usa,miami air international,12,223
2017,int,flet,usa,swift air,12,1061
2017,int,flet,usa,tem enterprises,12,117
2017,int,reg,asi,all nippon airways,12,6510
2017,int,reg,asi,china southern airlines,12,994
2017,int,reg,can,air canada,12,102953
2017,int,reg,can,air transat,12,63699
2017,int,reg,can,sunwing airlines,12,108821
2017,int,reg,can,west jet,12,165837
2017,int,reg,csa,aerolineas argentinas,12,10214
2017,int,reg,csa,aerorepublica,12,8985
2017,int,reg,csa,avianca,12,41378
2017,int,reg,csa,copa airlines,12,97537
2017,int,reg,csa,cubana de aviacion,12,11500
2017,int,reg,csa,lacsa (lineas aereas costarricences),12,10532
2017,int,reg,csa,lan chile airlines (latam chile),12,15736
2017,int,reg,csa,lan colombia (latam colombia),12,7790
2017,int,reg,csa,lan peru (latam peru),12,35015
2017,int,reg,csa,latam brasil (tam lineas aereas),12,11154
2017,int,reg,csa,taca international airlines,12,11564
2017,int,reg,csa,avianca (taca peru),12,12075
2017,int,reg,csa,tropic air limited,12,415
2017,int,reg,csa,volaris (costa rica y el salvador),12,19727
2017,int,reg,eur,air europa (air espana),12,8991
2017,int,reg,eur,air france,12,29016
2017,int,reg,eur,alitalia,12,6445
2017,int,reg,eur,blue panorama,12,3254
2017,int,reg,eur,british airways,12,14546
2017,int,reg,eur,edelweiss air ag,12,4005
2017,int,reg,eur,evelop airlines,12,6216
2017,int,reg,eur,finnair,12,2468
2017,int,reg,eur,iberia,12,36806
2017,int,reg,eur,klm,12,14370
2017,int,reg,eur,lufthansa,12,30851
2017,int,reg,eur,neos air,12,4316
2017,int,reg,eur,thomas cook airlines,12,12690
2017,int,reg,eur,tui airways,12,31684
2017,int,reg,eur,tui fly belgium,12,6704
2017,int,reg,eur,tui airlines nederland,12,4501
2017,int,reg,eur,virgin atlantic airways limited,12,6805
2017,int,reg,eur,wamos air,12,4964
2017,int,reg,eur,xl airways france,12,4161
2017,int,reg,mex,aeromar,12,1579
2017,int,reg,mex,aeromexico (aerovias de mexico),12,605251
2017,int,reg,mex,aeromexico connect (aerolitoral),12,128695
2017,int,reg,mex,interjet (abc aerolineas),12,309982
2017,int,reg,mex,vivaaerobus (aeroenlaces),12,22958
2017,int,reg,mex,volaris (concesionaria vuela cia de aviacion),12,285281
2017,int,reg,usa,virgin america (alaska airlines),12,165095
2017,int,reg,usa,american airlines,12,470466
2017,int,reg,usa,continental express (express jet),12,29105
2017,int,reg,usa,delta airlines,12,308760
2017,int,reg,usa,envoy air (american eagle airlines),12,41260
2017,int,reg,usa,frontier,12,67813
2017,int,reg,usa,jetblue,12,74647
2017,int,reg,usa,sun country airlines (mn airlines),12,19262
2017,int,reg,usa,mesa airlines,12,91111
2017,int,reg,usa,republic airlines,12,9847
2017,int,reg,usa,skywest airlines,12,25947
2017,int,reg,usa,southwest airlines (airtran airways),12,200051
2017,int,reg,usa,spirit airlines,12,40366
2017,int,reg,usa,united airlines,12,455062
2017,int,reg,usa,virgin america (alaska airlines),12,25043
2018,int,flet,can,air transat,1,49301
2018,int,flet,can,sunwing airlines,1,6671
2018,int,flet,csa,tropic air limited,1,6
2018,int,flet,eur,flugleidir hf,1,1040
2018,int,flet,eur,polkie linie lotninicze,1,2970
2018,int,flet,eur,tui airways,1,4713
2018,int,flet,eur,wamos air,1,6912
2018,int,flet,mex,vivaaerobus (aeroenlaces),1,6012
2018,int,flet,usa,virgin america (alaska airlines),1,613
2018,int,flet,usa,sun country airlines (mn airlines),1,5534
2018,int,flet,usa,miami air international,1,891
2018,int,flet,usa,swift air,1,12836
2018,int,reg,asi,all nippon airways,1,7257
2018,int,reg,asi,china southern airlines,1,1108
2018,int,reg,can,air canada,1,131231
2018,int,reg,can,air transat,1,81380
2018,int,reg,can,sunwing airlines,1,134168
2018,int,reg,can,west jet,1,171219
2018,int,reg,csa,aerolineas argentinas,1,11247
2018,int,reg,csa,aerorepublica,1,8427
2018,int,reg,csa,avianca,1,47035
2018,int,reg,csa,copa airlines,1,99997
2018,int,reg,csa,cubana de aviacion,1,7640
2018,int,reg,csa,lacsa (lineas aereas costarricences),1,9289
2018,int,reg,csa,lan chile airlines (latam chile),1,18423
2018,int,reg,csa,lan colombia (latam colombia),1,10144
2018,int,reg,csa,lan peru (latam peru),1,35925
2018,int,reg,csa,latam brasil (tam lineas aereas),1,11743
2018,int,reg,csa,taca international airlines,1,11845
2018,int,reg,csa,avianca (taca peru),1,15828
2018,int,reg,csa,tropic air limited,1,533
2018,int,reg,csa,volaris (costa rica y el salvador),1,19724
2018,int,reg,eur,air europa (air espana),1,9065
2018,int,reg,eur,air france,1,23779
2018,int,reg,eur,alitalia,1,3319
2018,int,reg,eur,blue panorama,1,2869
2018,int,reg,eur,british airways,1,14684
2018,int,reg,eur,edelweiss air ag,1,4292
2018,int,reg,eur,evelop airlines,1,5057
2018,int,reg,eur,finnair,1,2253
2018,int,reg,eur,iberia,1,33106
2018,int,reg,eur,klm,1,15251
2018,int,reg,eur,lufthansa,1,33383
2018,int,reg,eur,neos air,1,5127
2018,int,reg,eur,thomas cook airlines,1,5737
2018,int,reg,eur,tui airways,1,32750
2018,int,reg,eur,tui fly belgium,1,5751
2018,int,reg,eur,tui airlines nederland,1,4349
2018,int,reg,eur,virgin atlantic airways limited,1,4946
2018,int,reg,eur,wamos air,1,4034
2018,int,reg,eur,xl airways france,1,4975
2018,int,reg,mex,aeromar,1,1328
2018,int,reg,mex,aeromexico (aerovias de mexico),1,586841
2018,int,reg,mex,aeromexico connect (aerolitoral),1,114503
2018,int,reg,mex,interjet (abc aerolineas),1,298586
2018,int,reg,mex,vivaaerobus (aeroenlaces),1,25086
2018,int,reg,mex,volaris (concesionaria vuela cia de aviacion),1,281895
2018,int,reg,usa,virgin america (alaska airlines),1,167816
2018,int,reg,usa,american airlines,1,429841
2018,int,reg,usa,continental express (express jet),1,25468
2018,int,reg,usa,delta airlines,1,381692
2018,int,reg,usa,envoy air (american eagle airlines),1,38822
2018,int,reg,usa,frontier,1,67247
2018,int,reg,usa,jetblue,1,69478
2018,int,reg,usa,sun country airlines (mn airlines),1,30773
2018,int,reg,usa,mesa airlines,1,92730
2018,int,reg,usa,republic airlines,1,7930
2018,int,reg,usa,skywest airlines,1,20992
2018,int,reg,usa,southwest airlines (airtran airways),1,178960
2018,int,reg,usa,spirit airlines,1,43788
2018,int,reg,usa,united airlines,1,409446
2018,int,reg,usa,virgin america (alaska airlines),1,6411
2018,int,flet,can,air transat,2,47853
2018,int,flet,can,sunwing airlines,2,5669
2018,int,flet,csa,copa airlines,2,56
2018,int,flet,csa,taca international airlines,2,300
2018,int,flet,csa,tropic air limited,2,5
2018,int,flet,eur,aerowings gmbh,2,6255
2018,int,flet,eur,flugleidir hf,2,1235
2018,int,flet,eur,polkie linie lotninicze,2,2973
2018,int,flet,eur,tui airways,2,4710
2018,int,flet,mex,aeromexico (aerovias de mexico),2,85
2018,int,flet,mex,interjet (abc aerolineas),2,300
2018,int,flet,mex,vivaaerobus (aeroenlaces),2,8467
2018,int,flet,mex,volaris (concesionaria vuela cia de aviacion),2,229
2018,int,flet,usa,virgin america (alaska airlines),2,810
2018,int,flet,usa,sun country airlines (mn airlines),2,5816
2018,int,flet,usa,miami air international,2,793
2018,int,flet,usa,swift air,2,19390
2018,int,reg,asi,all nippon airways,2,6740
2018,int,reg,asi,china southern airlines,2,727
2018,int,reg,can,air canada,2,110087
2018,int,reg,can,air transat,2,78205
2018,int,reg,can,sunwing airlines,2,130227
2018,int,reg,can,west jet,2,160443
2018,int,reg,csa,aerolineas argentinas,2,10133
2018,int,reg,csa,aerorepublica,2,4898
2018,int,reg,csa,avianca,2,40736
2018,int,reg,csa,copa airlines,2,87675
2018,int,reg,csa,cubana de aviacion,2,8707
2018,int,reg,csa,lacsa (lineas aereas costarricences),2,7691
2018,int,reg,csa,lan chile airlines (latam chile),2,19526
2018,int,reg,csa,lan colombia (latam colombia),2,6700
2018,int,reg,csa,lan peru (latam peru),2,33766
2018,int,reg,csa,latam brasil (tam lineas aereas),2,10255
2018,int,reg,csa,taca international airlines,2,9178
2018,int,reg,csa,avianca (taca peru),2,14124
2018,int,reg,csa,tropic air limited,2,449
2018,int,reg,csa,volaris (costa rica y el salvador),2,15452
2018,int,reg,eur,air europa (air espana),2,6909
2018,int,reg,eur,air france,2,19895
2018,int,reg,eur,blue panorama,2,2089
2018,int,reg,eur,british airways,2,13332
2018,int,reg,eur,edelweiss air ag,2,4424
2018,int,reg,eur,evelop airlines,2,2594
2018,int,reg,eur,finnair,2,2232
2018,int,reg,eur,iberia,2,28317
2018,int,reg,eur,klm,2,14106
2018,int,reg,eur,lufthansa,2,30529
2018,int,reg,eur,neos air,2,5598
2018,int,reg,eur,thomas cook airlines,2,5766
2018,int,reg,eur,tui airways,2,29507
2018,int,reg,eur,tui fly belgium,2,5562
2018,int,reg,eur,tui airlines nederland,2,3920
2018,int,reg,eur,virgin atlantic airways limited,2,3287
2018,int,reg,eur,wamos air,2,4111
2018,int,reg,eur,xl airways france,2,5245
2018,int,reg,mex,aeromar,2,1029
2018,int,reg,mex,aeromexico (aerovias de mexico),2,475404
2018,int,reg,mex,aeromexico connect (aerolitoral),2,92580
2018,int,reg,mex,interjet (abc aerolineas),2,230547
2018,int,reg,mex,vivaaerobus (aeroenlaces),2,15016
2018,int,reg,mex,volaris (concesionaria vuela cia de aviacion),2,210563
2018,int,reg,usa,virgin america (alaska airlines),2,158314
2018,int,reg,usa,american airlines,2,402374
2018,int,reg,usa,continental express (express jet),2,20966
2018,int,reg,usa,delta airlines,2,360540
2018,int,reg,usa,envoy air (american eagle airlines),2,32589
2018,int,reg,usa,frontier,2,62032
2018,int,reg,usa,jetblue,2,63594
2018,int,reg,usa,sun country airlines (mn airlines),2,47190
2018,int,reg,usa,mesa airlines,2,72935
2018,int,reg,usa,republic airlines,2,8126
2018,int,reg,usa,skywest airlines,2,16991
2018,int,reg,usa,southwest airlines (airtran airways),2,160053
2018,int,reg,usa,spirit airlines,2,41361
2018,int,reg,usa,united airlines,2,353732
2018,int,flet,can,air transat,3,40532
2018,int,flet,can,sunwing airlines,3,7661
2018,int,flet,csa,copa airlines,3,67
2018,int,flet,csa,taca international airlines,3,88
2018,int,flet,csa,tropic air limited,3,3
2018,int,flet,eur,aerowings gmbh,3,6455
2018,int,flet,eur,flugleidir hf,3,1158
2018,int,flet,eur,polkie linie lotninicze,3,1920
2018,int,flet,eur,tui airways,3,3553
2018,int,flet,mex,aeromexico (aerovias de mexico),3,62
2018,int,flet,mex,interjet (abc aerolineas),3,295
2018,int,flet,mex,servicios integrales de aviacion,3,127
2018,int,flet,mex,vivaaerobus (aeroenlaces),3,15096
2018,int,flet,mex,volaris (concesionaria vuela cia de aviacion),3,1001
2018,int,flet,usa,virgin america (alaska airlines),3,1164
2018,int,flet,usa,sun country airlines (mn airlines),3,1073
2018,int,flet,usa,miami air international,3,2787
2018,int,flet,usa,swift air,3,22452
2018,int,flet,usa,tem enterprises,3,234
2018,int,flet,usa,trans-exec air service,3,8
2018,int,reg,asi,all nippon airways,3,7492
2018,int,reg,asi,china southern airlines,3,1032
2018,int,reg,asi,hainan airlines,3,491
2018,int,reg,can,air canada,3,148506
2018,int,reg,can,air transat,3,90510
2018,int,reg,can,sunwing airlines,3,127982
2018,int,reg,can,west jet,3,174365
2018,int,reg,csa,aerolineas argentinas,3,11197
2018,int,reg,csa,aerorepublica,3,8621
2018,int,reg,csa,avianca,3,43098
2018,int,reg,csa,copa airlines,3,95165
2018,int,reg,csa,cubana de aviacion,3,10229
2018,int,reg,csa,lacsa (lineas aereas costarricences),3,8093
2018,int,reg,csa,lan chile airlines (latam chile),3,14255
2018,int,reg,csa,lan colombia (latam colombia),3,5842
2018,int,reg,csa,lan peru (latam peru),3,34726
2018,int,reg,csa,latam brasil (tam lineas aereas),3,11290
2018,int,reg,csa,taca international airlines,3,10064
2018,int,reg,csa,avianca (taca peru),3,14772
2018,int,reg,csa,tropic air limited,3,503
2018,int,reg,csa,volaris (costa rica y el salvador),3,16921
2018,int,reg,eur,air europa (air espana),3,9044
2018,int,reg,eur,air france,3,27775
2018,int,reg,eur,alitalia,3,4673
2018,int,reg,eur,blue panorama,3,2445
2018,int,reg,eur,british airways,3,15577
2018,int,reg,eur,edelweiss air ag,3,5089
2018,int,reg,eur,evelop airlines,3,4038
2018,int,reg,eur,finnair,3,1310
2018,int,reg,eur,iberia,3,34816
2018,int,reg,eur,klm,3,15944
2018,int,reg,eur,lufthansa,3,37841
2018,int,reg,eur,neos air,3,6398
2018,int,reg,eur,orbest airlines,3,1086
2018,int,reg,eur,thomas cook airlines,3,8905
2018,int,reg,eur,tui airways,3,36190
2018,int,reg,eur,tui fly belgium,3,5413
2018,int,reg,eur,tui airlines nederland,3,4812
2018,int,reg,eur,virgin atlantic airways limited,3,7806
2018,int,reg,eur,wamos air,3,3758
2018,int,reg,eur,xl airways france,3,5976
2018,int,reg,mex,aeromar,3,1335
2018,int,reg,mex,aeromexico (aerovias de mexico),3,550758
2018,int,reg,mex,aeromexico connect (aerolitoral),3,111952
2018,int,reg,mex,interjet (abc aerolineas),3,301788
2018,int,reg,mex,vivaaerobus (aeroenlaces),3,16550
2018,int,reg,mex,volaris (concesionaria vuela cia de aviacion),3,246150
2018,int,reg,usa,virgin america (alaska airlines),3,186912
2018,int,reg,usa,american airlines,3,487641
2018,int,reg,usa,compass airlines,3,633
2018,int,reg,usa,continental express (express jet),3,24930
2018,int,reg,usa,delta airlines,3,455228
2018,int,reg,usa,envoy air (american eagle airlines),3,37292
2018,int,reg,usa,frontier,3,73994
2018,int,reg,usa,jetblue,3,74956
2018,int,reg,usa,sun country airlines (mn airlines),3,61464
2018,int,reg,usa,mesa airlines,3,80650
2018,int,reg,usa,republic airlines,3,9625
2018,int,reg,usa,skywest airlines,3,22686
2018,int,reg,usa,southwest airlines (airtran airways),3,221736
2018,int,reg,usa,spirit airlines,3,50698
2018,int,reg,usa,united airlines,3,470183
2018,int,flet,can,air transat,4,17090
2018,int,flet,can,sunwing airlines,4,5063
2018,int,flet,csa,taca international airlines,4,90
2018,int,flet,eur,aerowings gmbh,4,8097
2018,int,flet,eur,flugleidir hf,4,1314
2018,int,flet,mex,interjet (abc aerolineas),4,137
2018,int,flet,mex,magnicharters (grupo aereo monterrey),4,137
2018,int,flet,mex,servicios integrales de aviacion,4,24
2018,int,flet,mex,vivaaerobus (aeroenlaces),4,9616
2018,int,flet,usa,virgin america (alaska airlines),4,1492
2018,int,flet,usa,sun country airlines (mn airlines),4,182
2018,int,flet,usa,miami air international,4,666
2018,int,flet,usa,swift air,4,5105
2018,int,flet,usa,trans-exec air service,4,3
2018,int,reg,asi,all nippon airways,4,6481
2018,int,reg,asi,china southern airlines,4,1053
2018,int,reg,asi,hainan airlines,4,1625
2018,int,reg,can,air canada,4,101964
2018,int,reg,can,air transat,4,73987
2018,int,reg,can,sunwing airlines,4,88467
2018,int,reg,can,west jet,4,130509
2018,int,reg,csa,aerolineas argentinas,4,10469
2018,int,reg,csa,aerorepublica,4,8065
2018,int,reg,csa,avianca,4,42693
2018,int,reg,csa,copa airlines,4,94273
2018,int,reg,csa,cubana de aviacion,4,10597
2018,int,reg,csa,lacsa (lineas aereas costarricences),4,6702
2018,int,reg,csa,lan chile airlines (latam chile),4,12393
2018,int,reg,csa,lan colombia (latam colombia),4,5466
2018,int,reg,csa,lan peru (latam peru),4,35712
2018,int,reg,csa,latam brasil (tam lineas aereas),4,11037
2018,int,reg,csa,taca international airlines,4,9391
2018,int,reg,csa,avianca (taca peru),4,14728
2018,int,reg,csa,tropic air limited,4,383
2018,int,reg,csa,volaris (costa rica y el salvador),4,15879
2018,int,reg,eur,air europa (air espana),4,10107
2018,int,reg,eur,air france,4,25234
2018,int,reg,eur,alitalia,4,5982
2018,int,reg,eur,blue panorama,4,1907
2018,int,reg,eur,british airways,4,16617
2018,int,reg,eur,edelweiss air ag,4,4093
2018,int,reg,eur,evelop airlines,4,6182
2018,int,reg,eur,iberia,4,37072
2018,int,reg,eur,klm,4,15486
2018,int,reg,eur,lufthansa,4,30716
2018,int,reg,eur,neos air,4,5060
2018,int,reg,eur,orbest airlines,4,3848
2018,int,reg,eur,thomas cook airlines,4,13712
2018,int,reg,eur,tui airways,4,47082
2018,int,reg,eur,tui fly belgium,4,6052
2018,int,reg,eur,tui airlines nederland,4,4242
2018,int,reg,eur,virgin atlantic airways limited,4,8251
2018,int,reg,eur,wamos air,4,4895
2018,int,reg,eur,xl airways france,4,5889
2018,int,reg,mex,aeromar,4,1094
2018,int,reg,mex,aeromexico (aerovias de mexico),4,533923
2018,int,reg,mex,aeromexico connect (aerolitoral),4,101840
2018,int,reg,mex,interjet (abc aerolineas),4,295230
2018,int,reg,mex,vivaaerobus (aeroenlaces),4,18461
2018,int,reg,mex,volaris (concesionaria vuela cia de aviacion),4,227702
2018,int,reg,usa,virgin america (alaska airlines),4,171315
2018,int,reg,usa,american airlines,4,417451
2018,int,reg,usa,compass airlines,4,3836
2018,int,reg,usa,continental express (express jet),4,23637
2018,int,reg,usa,delta airlines,4,337311
2018,int,reg,usa,envoy air (american eagle airlines),4,36670
2018,int,reg,usa,frontier,4,47862
2018,int,reg,usa,jetblue,4,68332
2018,int,reg,usa,sun country airlines (mn airlines),4,26994
2018,int,reg,usa,mesa airlines,4,71718
2018,int,reg,usa,republic airlines,4,8865
2018,int,reg,usa,skywest airlines,4,20940
2018,int,reg,usa,southwest airlines (airtran airways),4,202744
2018,int,reg,usa,spirit airlines,4,46077
2018,int,reg,usa,united airlines,4,405542
2018,int,flet,can,air transat,5,13585
2018,int,flet,can,sunwing airlines,5,151
2018,int,flet,eur,aerowings gmbh,5,9205
2018,int,flet,mex,global air (aerolineas damojh),5,1547
2018,int,flet,mex,interjet (abc aerolineas),5,1611
2018,int,flet,mex,vivaaerobus (aeroenlaces),5,5937
2018,int,flet,mex,volaris (concesionaria vuela cia de aviacion),5,2195
2018,int,flet,usa,virgin america (alaska airlines),5,1633
2018,int,flet,usa,delta airlines,5,174
2018,int,flet,usa,delux public charter,5,28
2018,int,flet,usa,swift air,5,2316
2018,int,flet,usa,trans-exec air service,5,12
2018,int,reg,asi,all nippon airways,5,5724
2018,int,reg,asi,china southern airlines,5,776
2018,int,reg,asi,hainan airlines,5,1774
2018,int,reg,can,air canada,5,58650
2018,int,reg,can,air transat,5,16380
2018,int,reg,can,sunwing airlines,5,47329
2018,int,reg,can,west jet,5,54635
2018,int,reg,csa,aerolineas argentinas,5,10608
2018,int,reg,csa,aerorepublica,5,8524
2018,int,reg,csa,avianca,5,45168
2018,int,reg,csa,copa airlines,5,102001
2018,int,reg,csa,cubana de aviacion,5,3475
2018,int,reg,csa,lacsa (lineas aereas costarricences),5,8302
2018,int,reg,csa,lan chile airlines (latam chile),5,14027
2018,int,reg,csa,lan colombia (latam colombia),5,5832
2018,int,reg,csa,lan peru (latam peru),5,36870
2018,int,reg,csa,latam brasil (tam lineas aereas),5,11325
2018,int,reg,csa,taca international airlines,5,10344
2018,int,reg,csa,avianca (taca peru),5,15774
2018,int,reg,csa,tropic air limited,5,380
2018,int,reg,csa,volaris (costa rica y el salvador),5,16591
2018,int,reg,eur,air europa (air espana),5,8718
2018,int,reg,eur,air france,5,24419
2018,int,reg,eur,alitalia,5,6440
2018,int,reg,eur,blue panorama,5,1318
2018,int,reg,eur,british airways,5,16418
2018,int,reg,eur,edelweiss air ag,5,5421
2018,int,reg,eur,evelop airlines,5,5770
2018,int,reg,eur,iberia,5,42244
2018,int,reg,eur,klm,5,15110
2018,int,reg,eur,lufthansa,5,26483
2018,int,reg,eur,neos air,5,4671
2018,int,reg,eur,orbest airlines,5,3442
2018,int,reg,eur,thomas cook airlines,5,21731
2018,int,reg,eur,tui airways,5,56227
2018,int,reg,eur,tui fly belgium,5,5168
2018,int,reg,eur,tui airlines nederland,5,4794
2018,int,reg,eur,virgin atlantic airways limited,5,6285
2018,int,reg,eur,wamos air,5,4074
2018,int,reg,eur,xl airways france,5,3535
2018,int,reg,mex,aeromar,5,891
2018,int,reg,mex,aeromexico (aerovias de mexico),5,550401
2018,int,reg,mex,aeromexico connect (aerolitoral),5,97231
2018,int,reg,mex,interjet (abc aerolineas),5,310187
2018,int,reg,mex,vivaaerobus (aeroenlaces),5,18386
2018,int,reg,mex,volaris (concesionaria vuela cia de aviacion),5,229589
2018,int,reg,usa,virgin america (alaska airlines),5,141920
2018,int,reg,usa,american airlines,5,401865
2018,int,reg,usa,compass airlines,5,4363
2018,int,reg,usa,continental express (express jet),5,22863
2018,int,reg,usa,delta airlines,5,284482
2018,int,reg,usa,envoy air (american eagle airlines),5,37265
2018,int,reg,usa,frontier,5,43032
2018,int,reg,usa,jetblue,5,75283
2018,int,reg,usa,sun country airlines (mn airlines),5,11913
2018,int,reg,usa,mesa airlines,5,72178
2018,int,reg,usa,republic airlines,5,8810
2018,int,reg,usa,skywest airlines,5,18453
2018,int,reg,usa,southwest airlines (airtran airways),5,204201
2018,int,reg,usa,spirit airlines,5,48732
2018,int,reg,usa,united airlines,5,335575
2018,int,flet,can,air transat,6,7433
2018,int,flet,eur,aerowings gmbh,6,8221
2018,int,flet,eur,blue panorama,6,236
2018,int,flet,mex,aeromexico (aerovias de mexico),6,222
2018,int,flet,mex,interjet (abc aerolineas),6,46
2018,int,flet,mex,vivaaerobus (aeroenlaces),6,8418
2018,int,flet,mex,volaris (concesionaria vuela cia de aviacion),6,6720
2018,int,flet,usa,virgin america (alaska airlines),6,1371
2018,int,flet,usa,caribbean sun airlines,6,297
2018,int,flet,usa,delux public charter,6,26
2018,int,flet,usa,swift air,6,8657
2018,int,reg,asi,all nippon airways,6,5111
2018,int,reg,asi,china southern airlines,6,774
2018,int,reg,asi,hainan airlines,6,2262
2018,int,reg,can,air canada,6,53196
2018,int,reg,can,air transat,6,15080
2018,int,reg,can,sunwing airlines,6,24855
2018,int,reg,can,west jet,6,43328
2018,int,reg,csa,aerolineas argentinas,6,9209
2018,int,reg,csa,aerorepublica,6,8861
2018,int,reg,csa,avianca,6,45548
2018,int,reg,csa,copa airlines,6,97559
2018,int,reg,csa,lacsa (lineas aereas costarricences),6,7314
2018,int,reg,csa,lan chile airlines (latam chile),6,12502
2018,int,reg,csa,lan colombia (latam colombia),6,8122
2018,int,reg,csa,lan peru (latam peru),6,34498
2018,int,reg,csa,latam brasil (tam lineas aereas),6,10675
2018,int,reg,csa,taca international airlines,6,10435
2018,int,reg,csa,avianca (taca peru),6,14820
2018,int,reg,csa,tropic air limited,6,359
2018,int,reg,csa,volaris (costa rica y el salvador),6,14453
2018,int,reg,eur,air europa (air espana),6,13405
2018,int,reg,eur,air france,6,26495
2018,int,reg,eur,alitalia,6,13050
2018,int,reg,eur,blue panorama,6,1831
2018,int,reg,eur,british airways,6,17221
2018,int,reg,eur,edelweiss air ag,6,5485
2018,int,reg,eur,evelop airlines,6,8721
2018,int,reg,eur,iberia,6,45505
